client_id,quali_relation
98360,Difficult client
1651542,Difficult client
767236,Difficult client
621041,Difficult client
675555,Difficult client
1294481,Difficult client
2048920,Difficult client
1408391,Difficult client
239353,Difficult client
30932,Difficult client
1396987,Difficult client
1384686,Difficult client
2143335,Difficult client
1542957,Difficult client
1135693,Difficult client
1637880,Difficult client
812649,Difficult client
1111032,Difficult client
1175531,Difficult client
385843,Difficult client
955695,Difficult client
1317799,Difficult client
823546,Difficult client
1665407,Difficult client
1943160,Difficult client
2254900,Difficult client
1277111,Difficult client
762577,Difficult client
723025,Difficult client
404107,Difficult client
1271800,Difficult client
567540,Difficult client
1966754,Difficult client
1365398,Difficult client
994135,Difficult client
1219515,Difficult client
2028218,Difficult client
372955,Difficult client
1998894,Difficult client
487777,Difficult client
146795,Difficult client
28395,Difficult client
1208059,Difficult client
800970,Difficult client
2271862,Difficult client
2126872,Difficult client
1985829,Difficult client
721765,Difficult client
2011271,Difficult client
1538991,Difficult client
536803,Difficult client
1234848,Difficult client
1547246,Difficult client
1932208,Difficult client
925480,Difficult client
1639925,Difficult client
1662935,Difficult client
2212477,Difficult client
1076025,Difficult client
1876843,Difficult client
1480031,Difficult client
1464499,Difficult client
629160,Difficult client
142152,Difficult client
2208314,Difficult client
1713975,Difficult client
1001345,Difficult client
717758,Difficult client
27026,Difficult client
1589999,Difficult client
1606910,Difficult client
2065046,Difficult client
1405839,Difficult client
1710660,Difficult client
1983837,Difficult client
2015623,Difficult client
837932,Difficult client
2008950,Difficult client
1165068,Difficult client
76257,Difficult client
2048370,Difficult client
2042490,Difficult client
662122,Difficult client
1775808,Difficult client
193909,Difficult client
1925424,Difficult client
1355570,Difficult client
816515,Difficult client
2098465,Difficult client
561735,Difficult client
1911939,Difficult client
1161563,Difficult client
691474,Difficult client
1557909,Difficult client
1273549,Difficult client
616038,Difficult client
1638866,Difficult client
1753314,Difficult client
406506,Difficult client
866419,Difficult client
448278,Difficult client
1126511,Difficult client
815791,Difficult client
343932,Difficult client
1870911,Difficult client
1516801,Difficult client
1375025,Difficult client
1826237,Difficult client
21987,Difficult client
235447,Difficult client
247483,Difficult client
610880,Difficult client
1278056,Difficult client
1713982,Difficult client
2020612,Difficult client
1306222,Difficult client
493417,Difficult client
2190068,Difficult client
656902,Difficult client
322937,Difficult client
153534,Difficult client
117712,Difficult client
2173905,Difficult client
2145843,Difficult client
566771,Difficult client
310146,Difficult client
2175746,Difficult client
2147718,Difficult client
6369,Difficult client
887012,Difficult client
151093,Difficult client
827136,Difficult client
2260576,Difficult client
971019,Difficult client
1207687,Difficult client
685917,Difficult client
1337614,Difficult client
537159,Difficult client
1011883,Difficult client
963046,Difficult client
194562,Difficult client
270654,Difficult client
1182828,Difficult client
348755,Difficult client
65516,Difficult client
930835,Difficult client
284326,Difficult client
492194,Difficult client
735061,Difficult client
1545419,Difficult client
1609129,Difficult client
1119767,Difficult client
169559,Difficult client
524849,Difficult client
1724842,Difficult client
504295,Difficult client
1875343,Difficult client
389005,Difficult client
1454831,Difficult client
2166746,Difficult client
1215397,Difficult client
1365643,Difficult client
1114062,Difficult client
1026120,Difficult client
1671092,Difficult client
194252,Difficult client
436541,Difficult client
1239178,Difficult client
964801,Difficult client
192229,Difficult client
2175641,Difficult client
293244,Difficult client
1946987,Difficult client
2134298,Difficult client
1737077,Difficult client
2193714,Difficult client
483433,Difficult client
402811,Difficult client
1654364,Difficult client
596720,Difficult client
542007,Difficult client
546828,Difficult client
2110909,Difficult client
271589,Difficult client
1770116,Difficult client
917141,Difficult client
753641,Difficult client
266886,Difficult client
390174,Difficult client
2120584,Difficult client
544169,Difficult client
1008790,Difficult client
280808,Difficult client
2146112,Difficult client
235181,Difficult client
1540842,Difficult client
2081327,Difficult client
2044843,Difficult client
448003,Difficult client
2209995,Difficult client
2140184,Difficult client
1709360,Difficult client
1106423,Difficult client
2041176,Difficult client
1517112,Difficult client
952646,Difficult client
776910,Difficult client
8455,Difficult client
738313,Difficult client
808292,Difficult client
807393,Difficult client
1909101,Difficult client
1338465,Difficult client
2097822,Difficult client
2152486,Difficult client
1088354,Difficult client
442211,Difficult client
1001249,Difficult client
1271240,Difficult client
1999383,Difficult client
2250889,Difficult client
932318,Difficult client
419451,Difficult client
2238355,Difficult client
2237429,Difficult client
418505,Difficult client
1217131,Difficult client
1855750,Difficult client
1393814,Difficult client
1693096,Difficult client
819554,Difficult client
1780857,Difficult client
256360,Difficult client
1435669,Difficult client
1998004,Difficult client
1524918,Difficult client
1826699,Difficult client
414017,Difficult client
1113930,Difficult client
1127935,Difficult client
2258094,Difficult client
1122736,Difficult client
749658,Difficult client
1161114,Difficult client
1108185,Difficult client
414252,Difficult client
987699,Difficult client
1232949,Difficult client
271429,Difficult client
925249,Difficult client
739644,Difficult client
1310011,Difficult client
948350,Difficult client
1765539,Difficult client
1635694,Difficult client
738562,Difficult client
1856375,Difficult client
1106011,Difficult client
502093,Difficult client
981354,Difficult client
151710,Difficult client
130370,Difficult client
1339373,Difficult client
652642,Difficult client
1178632,Difficult client
218967,Difficult client
1800393,Difficult client
709904,Difficult client
997085,Difficult client
958740,Difficult client
1757225,Difficult client
1413488,Difficult client
257223,Difficult client
804688,Difficult client
995117,Difficult client
521546,Difficult client
705992,Difficult client
1249941,Difficult client
1061346,Difficult client
1530241,Difficult client
1315729,Difficult client
749631,Difficult client
289362,Difficult client
2272903,Difficult client
1711405,Difficult client
1759089,Difficult client
1693388,Difficult client
1431321,Difficult client
1286771,Difficult client
630594,Difficult client
1517099,Difficult client
87878,Difficult client
762620,Difficult client
1167045,Difficult client
879812,Difficult client
1075116,Difficult client
2082985,Difficult client
498243,Difficult client
1632771,Difficult client
1255924,Difficult client
1090033,Difficult client
1554515,Difficult client
1053663,Difficult client
1269664,Difficult client
2257916,Difficult client
2020550,Difficult client
467816,Difficult client
765479,Difficult client
235318,Difficult client
644926,Difficult client
1228857,Difficult client
1509846,Difficult client
1297798,Difficult client
608666,Difficult client
71432,Difficult client
1318632,Difficult client
1169579,Difficult client
1796155,Difficult client
824501,Difficult client
2262853,Difficult client
1539124,Difficult client
2041427,Difficult client
917558,Difficult client
213808,Difficult client
1191052,Difficult client
43280,Difficult client
2111733,Difficult client
797363,Difficult client
1656236,Difficult client
1510386,Difficult client
1636018,Difficult client
256007,Difficult client
2212635,Difficult client
1798476,Difficult client
1178017,Difficult client
1748065,Difficult client
869994,Difficult client
1132650,Difficult client
1151639,Difficult client
1438552,Difficult client
635052,Difficult client
665135,Difficult client
429145,Difficult client
1437270,Difficult client
1047320,Difficult client
73303,Difficult client
1938505,Difficult client
335045,Difficult client
1197764,Difficult client
678670,Difficult client
1683008,Difficult client
782826,Difficult client
1237022,Difficult client
420673,Difficult client
662693,Difficult client
1140983,Difficult client
159599,Difficult client
2127322,Difficult client
478535,Difficult client
870647,Difficult client
2191788,Difficult client
835225,Difficult client
1013284,Difficult client
96655,Difficult client
1558253,Difficult client
2154639,Difficult client
162692,Difficult client
2111256,Difficult client
748256,Difficult client
1801795,Difficult client
821068,Difficult client
1354582,Difficult client
1357353,Difficult client
1455226,Difficult client
1442778,Difficult client
27920,Difficult client
671339,Difficult client
1535539,Difficult client
62178,Difficult client
1462889,Difficult client
650989,Difficult client
767978,Difficult client
1648959,Difficult client
1274947,Difficult client
307462,Difficult client
1905656,Difficult client
460604,Difficult client
677985,Difficult client
1168084,Difficult client
1843438,Difficult client
1803403,Difficult client
612215,Difficult client
2197008,Difficult client
847972,Difficult client
1992404,Difficult client
389268,Difficult client
1130487,Difficult client
1982545,Difficult client
345201,Difficult client
913806,Difficult client
982861,Difficult client
1157632,Difficult client
1605749,Difficult client
1729341,Difficult client
1599768,Difficult client
2017171,Difficult client
218925,Difficult client
1860324,Difficult client
1287214,Difficult client
980457,Difficult client
668257,Difficult client
1033701,Difficult client
245549,Difficult client
2147715,Difficult client
1164509,Difficult client
484981,Difficult client
385519,Difficult client
149459,Difficult client
1492881,Difficult client
1255262,Difficult client
1914692,Difficult client
2036818,Difficult client
1908482,Difficult client
1509822,Difficult client
535574,Difficult client
403225,Difficult client
680200,Difficult client
2037941,Difficult client
2115939,Difficult client
1534664,Difficult client
1168056,Difficult client
1944650,Difficult client
1784265,Difficult client
832784,Difficult client
1095647,Difficult client
1514300,Difficult client
1923588,Difficult client
922667,Difficult client
1353010,Difficult client
1895222,Difficult client
1506465,Difficult client
205400,Difficult client
302946,Difficult client
1354591,Difficult client
1684249,Difficult client
1027779,Difficult client
1142998,Difficult client
1913176,Difficult client
1515428,Difficult client
441731,Difficult client
750463,Difficult client
2160238,Difficult client
1756023,Difficult client
1703879,Difficult client
1317677,Difficult client
1811323,Difficult client
2161243,Difficult client
1446219,Difficult client
453612,Difficult client
220307,Difficult client
1027294,Difficult client
1195239,Difficult client
1125351,Difficult client
2092759,Difficult client
536710,Difficult client
2012106,Difficult client
1541380,Difficult client
2182366,Difficult client
1647283,Difficult client
2204158,Difficult client
45446,Difficult client
511365,Difficult client
16341,Difficult client
1822166,Difficult client
144771,Difficult client
813848,Difficult client
1798088,Difficult client
99915,Difficult client
2037195,Difficult client
562685,Difficult client
570592,Difficult client
1582784,Difficult client
707640,Difficult client
1121233,Difficult client
6789,Difficult client
1308434,Difficult client
1309476,Difficult client
22306,Difficult client
1615735,Difficult client
1836691,Difficult client
1266458,Difficult client
1931805,Difficult client
671468,Difficult client
2247040,Difficult client
1162492,Difficult client
1421462,Difficult client
640955,Difficult client
1635085,Difficult client
476022,Difficult client
1535242,Difficult client
1078581,Difficult client
724999,Difficult client
262678,Difficult client
10071,Difficult client
1221860,Difficult client
1603677,Difficult client
72631,Difficult client
689732,Difficult client
862564,Difficult client
775311,Difficult client
440695,Difficult client
940195,Difficult client
1093091,Difficult client
1408653,Difficult client
1984847,Difficult client
1126790,Difficult client
730508,Difficult client
180462,Difficult client
1581069,Difficult client
55581,Difficult client
1403012,Difficult client
1564379,Difficult client
736093,Difficult client
946396,Difficult client
1459731,Difficult client
1834145,Difficult client
2062955,Difficult client
774538,Difficult client
1024465,Difficult client
505553,Difficult client
150944,Difficult client
2055961,Difficult client
469854,Difficult client
874974,Difficult client
1887467,Difficult client
432582,Difficult client
2256306,Difficult client
451121,Difficult client
113164,Difficult client
1845656,Difficult client
1951318,Difficult client
535715,Difficult client
1832976,Difficult client
968182,Difficult client
1317731,Difficult client
1169368,Difficult client
1381706,Difficult client
1221891,Difficult client
915888,Difficult client
247008,Difficult client
1713194,Difficult client
1345622,Difficult client
2043851,Difficult client
1039899,Difficult client
23383,Difficult client
887316,Difficult client
2239707,Difficult client
252068,Difficult client
561217,Difficult client
1893985,Difficult client
1612618,Difficult client
1165968,Difficult client
2125887,Difficult client
1173702,Difficult client
495108,Difficult client
706333,Difficult client
2055725,Difficult client
2055981,Difficult client
1899816,Difficult client
1918485,Difficult client
278969,Difficult client
1979802,Difficult client
1162438,Difficult client
19500,Difficult client
268642,Difficult client
1856753,Difficult client
1771331,Difficult client
873596,Difficult client
344465,Difficult client
1930963,Difficult client
2056934,Difficult client
663630,Difficult client
1823744,Difficult client
1664264,Difficult client
308743,Difficult client
1336225,Difficult client
282095,Difficult client
534256,Difficult client
688492,Difficult client
1372887,Difficult client
153823,Difficult client
1760328,Difficult client
1881039,Difficult client
8062,Difficult client
1114523,Difficult client
988435,Difficult client
341647,Difficult client
694088,Difficult client
1118679,Difficult client
1907936,Difficult client
1344177,Difficult client
813259,Difficult client
1570397,Difficult client
1290361,Difficult client
1302636,Difficult client
1197106,Difficult client
1140133,Difficult client
1121742,Difficult client
431450,Difficult client
30321,Difficult client
693833,Difficult client
108665,Difficult client
284264,Difficult client
1786700,Difficult client
1635580,Difficult client
471814,Difficult client
1671396,Difficult client
1587881,Difficult client
370682,Difficult client
989969,Difficult client
1713136,Difficult client
1207582,Difficult client
1555183,Difficult client
2144850,Difficult client
1986510,Difficult client
1459451,Difficult client
1435891,Difficult client
2182346,Difficult client
247444,Difficult client
1253580,Difficult client
788528,Difficult client
1563087,Difficult client
1510074,Difficult client
1758746,Difficult client
1920234,Difficult client
853052,Difficult client
1908950,Difficult client
1172759,Difficult client
1497337,Difficult client
1240466,Difficult client
954958,Difficult client
1630023,Difficult client
1530997,Difficult client
354282,Difficult client
2042818,Difficult client
524529,Difficult client
516123,Difficult client
618218,Difficult client
947656,Difficult client
1726640,Difficult client
1983229,Difficult client
633968,Difficult client
42238,Difficult client
58200,Difficult client
2242885,Difficult client
758616,Difficult client
844859,Difficult client
1070618,Difficult client
411695,Difficult client
1513839,Difficult client
136897,Difficult client
1887908,Difficult client
1017114,Difficult client
449435,Difficult client
1092037,Difficult client
1075041,Difficult client
2131193,Difficult client
796139,Difficult client
566799,Difficult client
1016662,Difficult client
2240097,Difficult client
954698,Difficult client
1953857,Difficult client
307586,Difficult client
2242202,Difficult client
1128815,Difficult client
931977,Difficult client
2082534,Difficult client
1014374,Difficult client
251785,Difficult client
700522,Difficult client
2092057,Difficult client
76437,Difficult client
2026905,Difficult client
2250728,Difficult client
1768613,Difficult client
852909,Difficult client
2200107,Difficult client
1523737,Difficult client
290787,Difficult client
499044,Difficult client
2201473,Difficult client
1850110,Difficult client
204861,Difficult client
1418833,Difficult client
1604588,Difficult client
504220,Difficult client
1500300,Difficult client
1982517,Difficult client
644299,Difficult client
885996,Difficult client
1797302,Difficult client
1145889,Difficult client
1742628,Difficult client
6494,Difficult client
1507288,Difficult client
460904,Difficult client
85183,Difficult client
576081,Difficult client
523972,Difficult client
423573,Difficult client
514684,Difficult client
2172675,Difficult client
974595,Difficult client
512854,Difficult client
990781,Difficult client
1262154,Difficult client
1129073,Difficult client
710109,Difficult client
1554057,Difficult client
1888975,Difficult client
1510176,Difficult client
1361048,Difficult client
137120,Difficult client
1585896,Difficult client
549826,Difficult client
1137537,Difficult client
1409322,Difficult client
1343332,Difficult client
1805139,Difficult client
1783780,Difficult client
1760061,Difficult client
515440,Difficult client
596251,Difficult client
189192,Difficult client
1914168,Difficult client
1101050,Difficult client
309789,Difficult client
846315,Difficult client
496689,Difficult client
1687724,Difficult client
49941,Difficult client
1972322,Difficult client
336286,Difficult client
1764195,Difficult client
1623859,Difficult client
2016859,Difficult client
1679018,Difficult client
114777,Difficult client
486135,Difficult client
687756,Difficult client
1220073,Difficult client
1171880,Difficult client
884053,Difficult client
12710,Difficult client
3648,Difficult client
940404,Difficult client
214096,Difficult client
1730920,Difficult client
1006665,Difficult client
1219230,Difficult client
1937354,Difficult client
1420060,Difficult client
1076812,Difficult client
2111163,Difficult client
301942,Difficult client
1204595,Difficult client
1700199,Difficult client
1270318,Difficult client
462248,Difficult client
2084573,Difficult client
476596,Difficult client
851375,Difficult client
234848,Difficult client
281306,Difficult client
1800973,Difficult client
629243,Difficult client
1881041,Difficult client
936108,Difficult client
2091935,Difficult client
831446,Difficult client
136968,Difficult client
502311,Difficult client
986657,Difficult client
2135650,Difficult client
750842,Difficult client
2067116,Difficult client
1866411,Difficult client
618049,Difficult client
2230532,Difficult client
1186202,Difficult client
972149,Difficult client
149026,Difficult client
1845480,Difficult client
985649,Difficult client
1866756,Difficult client
2216533,Difficult client
1993572,Difficult client
122208,Difficult client
836017,Difficult client
1116206,Difficult client
1207407,Difficult client
1353905,Difficult client
155044,Difficult client
1390907,Difficult client
923175,Difficult client
394627,Difficult client
1833881,Difficult client
6732,Difficult client
784105,Difficult client
2064318,Difficult client
781569,Difficult client
1179387,Difficult client
81342,Difficult client
907066,Difficult client
2036951,Difficult client
1982915,Difficult client
393787,Difficult client
1032573,Difficult client
2006702,Difficult client
1031066,Difficult client
1631126,Difficult client
663562,Difficult client
621373,Difficult client
2263371,Difficult client
2127290,Difficult client
1646628,Difficult client
1253460,Difficult client
797606,Difficult client
1435952,Difficult client
1949043,Difficult client
1771684,Difficult client
796966,Difficult client
1893653,Difficult client
540598,Difficult client
51961,Difficult client
1272827,Difficult client
1593933,Difficult client
1075864,Difficult client
632888,Difficult client
1946530,Difficult client
1107015,Difficult client
703398,Difficult client
2001117,Difficult client
1063647,Difficult client
1077917,Difficult client
1650874,Difficult client
732035,Difficult client
1279746,Difficult client
1336248,Difficult client
1890037,Difficult client
554086,Difficult client
9832,Difficult client
146367,Difficult client
983068,Difficult client
992860,Difficult client
229665,Difficult client
1088547,Difficult client
2110804,Difficult client
2083874,Difficult client
1081412,Difficult client
1956557,Difficult client
934021,Difficult client
1269947,Difficult client
1835872,Difficult client
1010898,Difficult client
2091167,Difficult client
536679,Difficult client
1872911,Difficult client
1742160,Difficult client
1381156,Difficult client
289960,Difficult client
1325661,Difficult client
1652451,Difficult client
610244,Difficult client
2091945,Difficult client
2231866,Difficult client
1733565,Difficult client
1880202,Difficult client
1091707,Difficult client
123893,Difficult client
1373627,Difficult client
2029417,Difficult client
2135604,Difficult client
800652,Difficult client
108483,Difficult client
1432325,Difficult client
1513271,Difficult client
139263,Difficult client
1879446,Difficult client
205614,Difficult client
1158719,Difficult client
114672,Difficult client
2163543,Difficult client
463631,Difficult client
1017671,Difficult client
394185,Difficult client
1107873,Difficult client
469558,Difficult client
157801,Difficult client
2166049,Difficult client
1105604,Difficult client
2158331,Difficult client
770621,Difficult client
1614402,Difficult client
1111098,Difficult client
2032726,Difficult client
212817,Difficult client
959918,Difficult client
1478739,Difficult client
1470994,Difficult client
574466,Difficult client
146115,Difficult client
1816473,Difficult client
24950,Difficult client
1284136,Difficult client
1733784,Difficult client
1221255,Difficult client
367576,Difficult client
575079,Difficult client
832286,Difficult client
402082,Difficult client
409950,Difficult client
1042245,Difficult client
88454,Difficult client
1962557,Difficult client
1955166,Difficult client
28483,Difficult client
1520746,Difficult client
27808,Difficult client
1627474,Difficult client
1116057,Difficult client
1847265,Difficult client
1634202,Difficult client
538105,Difficult client
2044793,Difficult client
1012724,Difficult client
547695,Difficult client
1605567,Difficult client
1958315,Difficult client
1439709,Difficult client
2256491,Difficult client
1532413,Difficult client
876714,Difficult client
1315091,Difficult client
2004996,Difficult client
1318123,Difficult client
1206336,Difficult client
537689,Difficult client
1893589,Difficult client
945662,Difficult client
25535,Difficult client
2229714,Difficult client
2197285,Difficult client
977326,Difficult client
1871994,Difficult client
767308,Difficult client
2159513,Difficult client
211768,Difficult client
2061701,Difficult client
772572,Difficult client
604199,Difficult client
223523,Difficult client
586376,Difficult client
1811733,Difficult client
750603,Difficult client
1008547,Difficult client
1957507,Difficult client
959834,Difficult client
74826,Difficult client
1536736,Difficult client
206720,Difficult client
1801762,Difficult client
351263,Difficult client
2267917,Difficult client
2001477,Difficult client
1033714,Difficult client
1744418,Difficult client
1888544,Difficult client
936852,Difficult client
1943761,Difficult client
1018742,Difficult client
1277163,Difficult client
874134,Difficult client
2180515,Difficult client
48444,Difficult client
367919,Difficult client
1379354,Difficult client
309500,Difficult client
712387,Difficult client
1585444,Difficult client
471229,Difficult client
1282439,Difficult client
143861,Difficult client
2184870,Difficult client
2144040,Difficult client
789904,Difficult client
1190201,Difficult client
540082,Difficult client
1792947,Difficult client
841394,Difficult client
600487,Difficult client
808645,Difficult client
1739878,Difficult client
2061399,Difficult client
1026163,Difficult client
629421,Difficult client
1870675,Difficult client
1110518,Difficult client
1527683,Difficult client
2008488,Difficult client
90444,Difficult client
169340,Difficult client
1047578,Difficult client
1185371,Difficult client
209058,Difficult client
441221,Difficult client
1807034,Difficult client
1413486,Difficult client
776970,Difficult client
1995620,Difficult client
1857120,Difficult client
961678,Difficult client
1604000,Difficult client
61857,Difficult client
1081642,Difficult client
1998307,Difficult client
732116,Difficult client
1498039,Difficult client
2035120,Difficult client
1178394,Difficult client
1601031,Difficult client
1444485,Difficult client
1557173,Difficult client
468615,Difficult client
1082992,Difficult client
480504,Difficult client
1867164,Difficult client
582073,Difficult client
1853799,Difficult client
831377,Difficult client
1839809,Difficult client
1123021,Difficult client
1830652,Difficult client
1844411,Difficult client
687811,Difficult client
1868496,Difficult client
707794,Difficult client
20453,Difficult client
1039572,Difficult client
1366972,Difficult client
162406,Difficult client
348427,Difficult client
113491,Difficult client
478670,Difficult client
533876,Difficult client
1640455,Difficult client
1873448,Difficult client
2124063,Difficult client
2077305,Difficult client
344354,Difficult client
444413,Difficult client
2256418,Difficult client
1171824,Difficult client
580398,Difficult client
331308,Difficult client
567983,Difficult client
2186342,Difficult client
1366596,Difficult client
432891,Difficult client
939948,Difficult client
1127351,Difficult client
2118968,Difficult client
747926,Difficult client
64207,Difficult client
1541497,Difficult client
135665,Difficult client
434725,Difficult client
326121,Difficult client
1013941,Difficult client
2090282,Difficult client
1493537,Difficult client
268868,Difficult client
149108,Difficult client
896388,Difficult client
573271,Difficult client
1403768,Difficult client
1012711,Difficult client
755103,Difficult client
547298,Difficult client
1341435,Difficult client
2244440,Difficult client
1506589,Difficult client
2148803,Difficult client
1976248,Difficult client
800907,Difficult client
1364491,Difficult client
338239,Difficult client
760806,Difficult client
2071034,Difficult client
457832,Difficult client
1244551,Difficult client
968504,Difficult client
1278744,Difficult client
671725,Difficult client
781860,Difficult client
330779,Difficult client
1237607,Difficult client
2272157,Difficult client
72007,Difficult client
1534376,Difficult client
1099992,Difficult client
942379,Difficult client
1838775,Difficult client
1210818,Difficult client
950576,Difficult client
1166777,Difficult client
554907,Difficult client
2061501,Difficult client
1701096,Difficult client
1720135,Difficult client
2059621,Difficult client
50689,Difficult client
553635,Difficult client
869713,Difficult client
2084245,Difficult client
1176155,Difficult client
705821,Difficult client
1441317,Difficult client
660888,Difficult client
962506,Difficult client
39695,Difficult client
165135,Difficult client
1428225,Difficult client
1649872,Difficult client
1620628,Difficult client
712876,Difficult client
756382,Difficult client
1041867,Difficult client
593709,Difficult client
1614204,Difficult client
1047558,Difficult client
2128702,Difficult client
2070852,Difficult client
393967,Difficult client
766338,Difficult client
1316526,Difficult client
1275106,Difficult client
294198,Difficult client
181259,Difficult client
1966557,Difficult client
1623322,Difficult client
673978,Difficult client
1882172,Difficult client
337603,Difficult client
1243562,Difficult client
1136597,Difficult client
1268259,Difficult client
2223564,Difficult client
1185827,Difficult client
1601048,Difficult client
440450,Difficult client
359592,Difficult client
268750,Difficult client
1081323,Difficult client
511108,Difficult client
860627,Difficult client
2009934,Difficult client
299524,Difficult client
279476,Difficult client
583104,Difficult client
145935,Difficult client
1385989,Difficult client
659764,Difficult client
2197249,Difficult client
173223,Difficult client
1936608,Difficult client
1085751,Difficult client
1806708,Difficult client
1135102,Difficult client
1560141,Difficult client
1452836,Difficult client
1027792,Difficult client
603515,Difficult client
2098249,Difficult client
1867220,Difficult client
865298,Difficult client
1019339,Difficult client
64330,Difficult client
691454,Difficult client
1546217,Difficult client
2094371,Difficult client
1264204,Difficult client
527218,Difficult client
2042969,Difficult client
1910343,Difficult client
1248897,Difficult client
635760,Difficult client
2068652,Difficult client
1379703,Difficult client
2194609,Difficult client
930994,Difficult client
1392015,Difficult client
313174,Difficult client
1707452,Difficult client
1688779,Difficult client
153616,Difficult client
1613028,Difficult client
1265089,Difficult client
1229230,Difficult client
126765,Difficult client
1623469,Difficult client
493383,Difficult client
1763570,Difficult client
1641019,Difficult client
739576,Difficult client
1039451,Difficult client
986990,Difficult client
1786234,Difficult client
211009,Difficult client
1608355,Difficult client
1688803,Difficult client
1386360,Difficult client
781016,Difficult client
1321273,Difficult client
936968,Difficult client
950750,Difficult client
330228,Difficult client
1649499,Difficult client
543182,Difficult client
2208844,Difficult client
1099240,Difficult client
29872,Difficult client
2066702,Difficult client
1386821,Difficult client
1103689,Difficult client
394278,Difficult client
992326,Difficult client
1303300,Difficult client
296859,Difficult client
2273896,Difficult client
1525625,Difficult client
605129,Difficult client
119694,Difficult client
1426208,Difficult client
803705,Difficult client
447238,Difficult client
500554,Difficult client
1998526,Difficult client
509621,Difficult client
128637,Difficult client
1426552,Difficult client
849939,Difficult client
433266,Difficult client
2253942,Difficult client
838927,Difficult client
1258886,Difficult client
677435,Difficult client
1440657,Difficult client
517033,Difficult client
2022840,Difficult client
114356,Difficult client
1295561,Difficult client
1842556,Difficult client
1383885,Difficult client
1820519,Difficult client
2271200,Difficult client
2001475,Difficult client
1023674,Difficult client
2130548,Difficult client
283349,Difficult client
627959,Difficult client
1121711,Difficult client
1157797,Difficult client
752883,Difficult client
653036,Difficult client
545550,Difficult client
2127059,Difficult client
251129,Difficult client
378854,Difficult client
510315,Difficult client
1896249,Difficult client
1745448,Difficult client
1420793,Difficult client
205526,Difficult client
548409,Difficult client
1954290,Difficult client
1599252,Difficult client
1939050,Difficult client
487090,Difficult client
1328301,Difficult client
2042927,Difficult client
2040161,Difficult client
2022961,Difficult client
1133920,Difficult client
268788,Difficult client
317846,Difficult client
2056937,Difficult client
774573,Difficult client
1885850,Difficult client
2020986,Difficult client
1909951,Difficult client
1041733,Difficult client
1460797,Difficult client
537720,Difficult client
1647730,Difficult client
1136621,Difficult client
1740636,Difficult client
2067492,Difficult client
1675322,Difficult client
2002012,Difficult client
1807774,Difficult client
1127075,Difficult client
890608,Difficult client
837042,Difficult client
426880,Difficult client
1033431,Difficult client
345342,Difficult client
1750791,Difficult client
1638177,Difficult client
703440,Difficult client
550218,Difficult client
1043104,Difficult client
1006970,Difficult client
890752,Difficult client
951640,Difficult client
388890,Difficult client
2264398,Difficult client
1375170,Difficult client
1000415,Difficult client
140269,Difficult client
1120921,Difficult client
2240732,Difficult client
11447,Difficult client
1626219,Difficult client
610815,Difficult client
1363851,Difficult client
2242478,Difficult client
1984270,Difficult client
814252,Difficult client
59558,Difficult client
1797794,Difficult client
1282686,Difficult client
839077,Difficult client
389003,Difficult client
1747606,Difficult client
401385,Difficult client
1126720,Difficult client
229678,Difficult client
1544786,Difficult client
1315543,Difficult client
1112992,Difficult client
1151635,Difficult client
637271,Difficult client
1155762,Difficult client
1797882,Difficult client
1809573,Difficult client
955960,Difficult client
452728,Difficult client
1110692,Difficult client
1329159,Difficult client
2100284,Difficult client
774194,Difficult client
2197403,Difficult client
247054,Difficult client
23847,Difficult client
1304372,Difficult client
902640,Difficult client
838965,Difficult client
1475824,Difficult client
407086,Difficult client
1440168,Difficult client
463790,Difficult client
1738888,Difficult client
723928,Difficult client
394989,Difficult client
46806,Difficult client
954173,Difficult client
1109619,Difficult client
1799053,Difficult client
714770,Difficult client
1277140,Difficult client
318370,Difficult client
570775,Difficult client
1120410,Difficult client
2198605,Difficult client
1011345,Difficult client
1960131,Difficult client
1493004,Difficult client
694949,Difficult client
1813789,Difficult client
1202755,Difficult client
809298,Difficult client
1050723,Difficult client
169558,Difficult client
1116164,Difficult client
1100646,Difficult client
827587,Difficult client
356655,Difficult client
445026,Difficult client
1383597,Difficult client
1934284,Difficult client
1903555,Difficult client
1710126,Difficult client
589316,Difficult client
171234,Difficult client
174940,Difficult client
145693,Difficult client
22781,Difficult client
1609144,Difficult client
1171444,Difficult client
2104006,Difficult client
1049219,Difficult client
23514,Difficult client
701181,Difficult client
1810206,Difficult client
496619,Difficult client
1432138,Difficult client
1798056,Difficult client
1090444,Difficult client
883506,Difficult client
2209487,Difficult client
1629254,Difficult client
1102441,Difficult client
2222524,Difficult client
1603360,Difficult client
1003324,Difficult client
2110217,Difficult client
881549,Difficult client
906231,Difficult client
1601060,Difficult client
382040,Difficult client
866068,Difficult client
1644914,Difficult client
1394040,Difficult client
1959546,Difficult client
243460,Difficult client
1400076,Difficult client
2130464,Difficult client
557148,Difficult client
193636,Difficult client
772619,Difficult client
2189160,Difficult client
142108,Difficult client
431168,Difficult client
515098,Difficult client
838583,Difficult client
1906912,Difficult client
833129,Difficult client
691695,Difficult client
1879735,Difficult client
1204117,Difficult client
1928317,Difficult client
1237218,Difficult client
1276551,Difficult client
899655,Difficult client
1019526,Difficult client
1684042,Difficult client
1023501,Difficult client
1775886,Difficult client
203057,Difficult client
