client_id,method,cost,gain
2178391,"{'emails': 2, 'calls': 2}",42.0,52224.57870354548
1863584,"{'emails': 2, 'calls': 2}",42.0,69769.64012474105
1596618,"{'emails': 2, 'calls': 2}",42.0,52013.32309887591
359511,"{'emails': 2, 'calls': 2}",42.0,52011.397138510765
1133876,"{'emails': 2, 'calls': 2}",42.0,69565.92573753394
1738186,"{'emails': 2, 'calls': 2}",42.0,51780.11570621263
1365256,"{'emails': 2, 'calls': 2}",42.0,69331.29950621426
2069312,"{'emails': 2, 'calls': 2}",42.0,69299.1207036688
755246,"{'emails': 2, 'calls': 2}",42.0,51607.31100736439
1434391,"{'emails': 2, 'calls': 2}",42.0,69056.16507706631
1887048,"{'emails': 2, 'calls': 2}",42.0,60274.48477805959
1214033,"{'emails': 2, 'calls': 2}",42.0,51388.6023281462
653182,"{'emails': 2, 'calls': 2}",42.0,60082.54369312499
1827439,"{'emails': 2, 'calls': 2}",42.0,60028.06614825504
1326247,"{'emails': 2, 'calls': 2}",42.0,51142.4630551843
635072,"{'emails': 2, 'calls': 2}",42.0,51122.2547119219
2039258,"{'emails': 2, 'calls': 2}",42.0,51087.88405428193
1430104,"{'emails': 2, 'calls': 2}",42.0,51057.64575263903
1508436,"{'emails': 2, 'calls': 2}",42.0,68380.84956262114
2180313,"{'emails': 2, 'calls': 2}",42.0,51010.409307154114
186700,"{'emails': 2, 'calls': 2}",42.0,68236.22724142802
440342,"{'emails': 2, 'calls': 2}",42.0,68204.23495660916
2089842,"{'emails': 2, 'calls': 2}",42.0,68204.15059577736
2045052,"{'emails': 2, 'calls': 2}",42.0,68178.33877206028
1230637,"{'emails': 2, 'calls': 2}",42.0,59447.442821822326
1612277,"{'emails': 2, 'calls': 2}",42.0,67979.15623236337
2090949,"{'emails': 2, 'calls': 2}",42.0,50686.62982824024
270023,"{'emails': 2, 'calls': 2}",42.0,67770.25072896817
1763921,"{'emails': 2, 'calls': 2}",42.0,50517.80389595746
1225656,"{'emails': 2, 'calls': 2}",42.0,67597.19977160622
1137482,"{'emails': 2, 'calls': 2}",42.0,58892.46870518367
1525076,"{'emails': 2, 'calls': 2}",42.0,50230.80041526135
1884086,"{'emails': 2, 'calls': 2}",42.0,67297.1539877123
1528503,"{'emails': 2, 'calls': 2}",42.0,67159.12094252012
1121492,"{'emails': 2, 'calls': 2}",42.0,50032.08558826113
670886,"{'emails': 2, 'calls': 2}",42.0,67043.23195166684
984422,"{'emails': 2, 'calls': 2}",42.0,58504.81842205945
1745613,"{'emails': 2, 'calls': 2}",42.0,58465.86898747859
782240,"{'emails': 2, 'calls': 2}",42.0,58361.35283530889
1728553,"{'emails': 2, 'calls': 2}",42.0,49833.4619016945
398204,"{'emails': 2, 'calls': 2}",42.0,49813.268567251245
1646896,"{'emails': 2, 'calls': 2}",42.0,58218.31499020667
322573,"{'emails': 2, 'calls': 2}",42.0,66675.07022503154
1236887,"{'emails': 2, 'calls': 2}",42.0,58206.87601507908
2245430,"{'emails': 2, 'calls': 2}",42.0,58093.37332786347
349291,"{'emails': 2, 'calls': 2}",42.0,49515.94474069265
833036,"{'emails': 2, 'calls': 2}",42.0,57799.35473838187
1563891,"{'emails': 2, 'calls': 2}",42.0,66199.53343233574
1111061,"{'emails': 2, 'calls': 2}",42.0,49374.4461772773
1190655,"{'emails': 2, 'calls': 2}",42.0,57554.79517195463
1810123,"{'emails': 2, 'calls': 2}",42.0,49136.83765506386
1314676,"{'emails': 2, 'calls': 2}",42.0,57414.70904549067
92655,"{'emails': 2, 'calls': 2}",42.0,65712.46985359848
847354,"{'emails': 2, 'calls': 2}",42.0,65660.82800748135
1886548,"{'emails': 2, 'calls': 2}",42.0,65639.39662180372
319575,"{'emails': 2, 'calls': 2}",42.0,65313.142512622915
2159455,"{'emails': 2, 'calls': 2}",42.0,48606.1293438772
1941876,"{'emails': 2, 'calls': 2}",42.0,48548.80090258849
562648,"{'emails': 2, 'calls': 2}",42.0,48546.06553766217
21424,"{'emails': 2, 'calls': 2}",42.0,65056.85593826255
821980,"{'emails': 2, 'calls': 2}",42.0,56788.558881282275
1807467,"{'emails': 2, 'calls': 2}",42.0,56686.53538452362
170391,"{'emails': 2, 'calls': 2}",42.0,64868.973317747295
2221534,"{'emails': 2, 'calls': 2}",42.0,48327.1811331881
1874460,"{'emails': 2, 'calls': 2}",42.0,48276.03269527251
1037392,"{'emails': 2, 'calls': 2}",42.0,56427.99318956629
1558643,"{'emails': 2, 'calls': 2}",42.0,48174.08085104395
283373,"{'emails': 2, 'calls': 2}",42.0,64363.776892163754
813686,"{'emails': 2, 'calls': 2}",42.0,47998.284280244225
560228,"{'emails': 2, 'calls': 2}",42.0,56067.49896472539
550516,"{'emails': 2, 'calls': 2}",42.0,55951.15651615556
1466819,"{'emails': 2, 'calls': 2}",42.0,47801.94688304898
270053,"{'emails': 2, 'calls': 2}",42.0,64046.268105357296
472898,"{'emails': 2, 'calls': 2}",42.0,55861.87664433098
2112437,"{'emails': 2, 'calls': 2}",42.0,47689.12200953621
598278,"{'emails': 2, 'calls': 2}",42.0,47549.07871301423
697186,"{'emails': 2, 'calls': 2}",42.0,63663.319827131345
1015875,"{'emails': 2, 'calls': 2}",42.0,47431.4504739285
1229867,"{'emails': 2, 'calls': 2}",42.0,55472.95029148113
118261,"{'emails': 2, 'calls': 2}",42.0,55400.048664461174
1707653,"{'emails': 2, 'calls': 2}",42.0,63329.40120597441
21797,"{'emails': 2, 'calls': 2}",42.0,47191.455698968704
1403538,"{'emails': 2, 'calls': 2}",42.0,55206.05794643564
530188,"{'emails': 2, 'calls': 2}",42.0,47137.88345614021
1375779,"{'emails': 2, 'calls': 2}",42.0,55142.09336176804
1296144,"{'emails': 2, 'calls': 2}",42.0,63122.157704347745
896016,"{'emails': 2, 'calls': 2}",42.0,55103.84105652071
323038,"{'emails': 2, 'calls': 2}",42.0,63089.375926852605
1708246,"{'emails': 2, 'calls': 2}",42.0,46926.960597350786
1663565,"{'emails': 2, 'calls': 2}",42.0,46862.75108622596
1183246,"{'emails': 2, 'calls': 2}",42.0,62814.54555225518
1399604,"{'emails': 2, 'calls': 2}",42.0,62787.34593806436
487011,"{'emails': 2, 'calls': 2}",42.0,62740.908009442435
580237,"{'emails': 2, 'calls': 2}",42.0,54737.172101092714
1937993,"{'emails': 2, 'calls': 2}",42.0,54686.93381706719
691738,"{'emails': 2, 'calls': 2}",42.0,46700.3132423853
45198,"{'emails': 2, 'calls': 2}",42.0,62568.82601620186
135616,"{'emails': 2, 'calls': 2}",42.0,46677.01527136295
2167021,"{'emails': 2, 'calls': 2}",42.0,46672.03348330531
632774,"{'emails': 2, 'calls': 2}",42.0,46625.026777913765
1973158,"{'emails': 2, 'calls': 2}",42.0,62458.69734284924
1975776,"{'emails': 2, 'calls': 2}",42.0,46540.6453553114
1247708,"{'emails': 2, 'calls': 2}",42.0,62377.41557541795
1928597,"{'emails': 2, 'calls': 2}",42.0,54302.72730746402
781036,"{'emails': 2, 'calls': 2}",42.0,46382.518445000685
1197366,"{'emails': 2, 'calls': 2}",42.0,46366.838643362804
339007,"{'emails': 2, 'calls': 2}",42.0,62026.19606144834
1081700,"{'emails': 2, 'calls': 2}",42.0,46225.05017273968
691897,"{'emails': 2, 'calls': 2}",42.0,54073.13781061132
259345,"{'emails': 2, 'calls': 2}",42.0,61869.65628178457
1724290,"{'emails': 2, 'calls': 2}",42.0,46131.09347285905
1266514,"{'emails': 2, 'calls': 2}",42.0,53921.61233625359
2146496,"{'emails': 2, 'calls': 2}",42.0,46008.68946930867
1604281,"{'emails': 2, 'calls': 2}",42.0,45898.4027419403
1332210,"{'emails': 2, 'calls': 2}",42.0,53675.06691333217
2248736,"{'emails': 2, 'calls': 2}",42.0,61312.44622836177
1081078,"{'emails': 2, 'calls': 2}",42.0,45547.716753931214
2015912,"{'emails': 2, 'calls': 2}",42.0,45540.9759868066
1055397,"{'emails': 2, 'calls': 2}",42.0,53191.86404105456
1990615,"{'emails': 2, 'calls': 2}",42.0,53143.31161188149
1984040,"{'emails': 2, 'calls': 2}",42.0,45395.66217564081
168204,"{'emails': 2, 'calls': 2}",42.0,45360.80681474068
871199,"{'emails': 2, 'calls': 2}",42.0,45299.764963227884
106085,"{'emails': 2, 'calls': 2}",42.0,60679.465659695146
171132,"{'emails': 2, 'calls': 2}",42.0,52942.480555906805
424287,"{'emails': 2, 'calls': 2}",42.0,52938.33446730523
1466118,"{'emails': 2, 'calls': 2}",42.0,45196.62305189878
1401834,"{'emails': 2, 'calls': 2}",42.0,45194.9562029748
1278245,"{'emails': 2, 'calls': 2}",42.0,60567.12412116895
1665002,"{'emails': 2, 'calls': 2}",42.0,45089.98358935366
1246822,"{'emails': 2, 'calls': 2}",42.0,45001.689394388835
349178,"{'emails': 2, 'calls': 2}",42.0,60204.26980566306
1391269,"{'emails': 2, 'calls': 2}",42.0,44771.639006341946
1613036,"{'emails': 2, 'calls': 2}",42.0,44769.88174062219
2167770,"{'emails': 2, 'calls': 2}",42.0,52266.35145948105
921599,"{'emails': 2, 'calls': 2}",42.0,52068.09505499558
37973,"{'emails': 2, 'calls': 2}",42.0,59629.82875326312
1202795,"{'emails': 2, 'calls': 2}",42.0,44422.947848978554
1167160,"{'emails': 2, 'calls': 2}",42.0,51982.079978488684
2142552,"{'emails': 2, 'calls': 2}",42.0,59357.210609132606
2115677,"{'emails': 2, 'calls': 2}",42.0,51816.43330706735
940099,"{'emails': 2, 'calls': 2}",42.0,51719.13156256603
285995,"{'emails': 2, 'calls': 2}",42.0,44172.57445509454
1087991,"{'emails': 2, 'calls': 2}",42.0,44148.822395885996
1829695,"{'emails': 2, 'calls': 2}",42.0,59174.02629136859
1879641,"{'emails': 2, 'calls': 2}",42.0,59169.30991046408
2133415,"{'emails': 2, 'calls': 2}",42.0,59153.20163747154
638957,"{'emails': 2, 'calls': 2}",42.0,44099.28348846688
351723,"{'emails': 2, 'calls': 2}",42.0,59057.717048423176
526216,"{'emails': 2, 'calls': 2}",42.0,44040.51444948586
444843,"{'emails': 2, 'calls': 2}",42.0,59012.19495342322
1638922,"{'emails': 2, 'calls': 2}",42.0,51448.16152746943
1239267,"{'emails': 2, 'calls': 2}",42.0,58838.55005518293
1070692,"{'emails': 2, 'calls': 2}",42.0,58698.47601719221
1672231,"{'emails': 2, 'calls': 2}",42.0,43788.71969115379
377854,"{'emails': 2, 'calls': 2}",42.0,51086.28302121345
1894659,"{'emails': 2, 'calls': 2}",42.0,58477.870799659526
598931,"{'emails': 2, 'calls': 2}",42.0,51035.37731777615
848962,"{'emails': 2, 'calls': 2}",42.0,51017.222785801576
1845492,"{'emails': 2, 'calls': 2}",42.0,58383.9372317002
1366779,"{'emails': 2, 'calls': 2}",42.0,50960.41471740278
213494,"{'emails': 2, 'calls': 2}",42.0,50869.629710599926
614764,"{'emails': 2, 'calls': 2}",42.0,50855.25463512595
1536566,"{'emails': 2, 'calls': 2}",42.0,50808.61291222021
709228,"{'emails': 2, 'calls': 2}",42.0,43388.50858664888
1007327,"{'emails': 2, 'calls': 2}",42.0,43356.90133419339
535319,"{'emails': 2, 'calls': 2}",42.0,43345.07980596927
721946,"{'emails': 2, 'calls': 2}",42.0,43342.87453378775
934827,"{'emails': 2, 'calls': 2}",42.0,57927.74873776404
2113596,"{'emails': 2, 'calls': 2}",42.0,50250.98061335162
2112094,"{'emails': 2, 'calls': 2}",42.0,50240.266322800504
1467094,"{'emails': 2, 'calls': 2}",42.0,57377.37500453546
193064,"{'emails': 2, 'calls': 2}",42.0,50055.79098801433
2164481,"{'emails': 2, 'calls': 2}",42.0,42765.21756389817
573452,"{'emails': 2, 'calls': 2}",42.0,42716.39306821115
1172010,"{'emails': 2, 'calls': 2}",42.0,49974.93627547287
2003285,"{'emails': 2, 'calls': 2}",42.0,42622.24635824
229782,"{'emails': 2, 'calls': 2}",42.0,42613.43968483531
173164,"{'emails': 2, 'calls': 2}",42.0,42552.40606642656
1012791,"{'emails': 2, 'calls': 2}",42.0,42518.801617544545
2016824,"{'emails': 2, 'calls': 2}",42.0,56950.27405490947
2050359,"{'emails': 2, 'calls': 2}",42.0,49395.15225284539
341268,"{'emails': 2, 'calls': 2}",42.0,49374.79321931936
374188,"{'emails': 2, 'calls': 2}",42.0,42136.964258561566
1253228,"{'emails': 2, 'calls': 2}",42.0,42080.21592975985
45025,"{'emails': 2, 'calls': 2}",42.0,49190.61286765232
1231491,"{'emails': 2, 'calls': 2}",42.0,49149.438902935
1508312,"{'emails': 2, 'calls': 2}",42.0,41989.09212334156
73301,"{'emails': 2, 'calls': 2}",42.0,49133.39465933479
282316,"{'emails': 2, 'calls': 2}",42.0,56163.473556344536
1120983,"{'emails': 2, 'calls': 2}",42.0,48867.881503047705
184887,"{'emails': 2, 'calls': 2}",42.0,41748.25176248034
1915585,"{'emails': 2, 'calls': 2}",42.0,55940.07972596683
626527,"{'emails': 2, 'calls': 2}",42.0,48821.86716796003
295075,"{'emails': 2, 'calls': 2}",42.0,41674.20284333958
682353,"{'emails': 2, 'calls': 2}",42.0,41631.520584508326
895646,"{'emails': 2, 'calls': 2}",42.0,41614.606477400455
747951,"{'emails': 2, 'calls': 2}",42.0,55757.6104299596
1571090,"{'emails': 2, 'calls': 2}",42.0,48646.20201757503
1561399,"{'emails': 2, 'calls': 2}",42.0,48621.94186385638
341530,"{'emails': 2, 'calls': 2}",42.0,48601.1319387322
1368716,"{'emails': 2, 'calls': 2}",42.0,48512.73686746782
638703,"{'emails': 2, 'calls': 2}",42.0,55305.475971260516
1678377,"{'emails': 2, 'calls': 2}",42.0,55299.0928428426
1475964,"{'emails': 2, 'calls': 2}",42.0,48247.807406896114
1518102,"{'emails': 2, 'calls': 2}",42.0,55264.26488709247
257929,"{'emails': 2, 'calls': 2}",42.0,48242.284711251756
1462094,"{'emails': 2, 'calls': 2}",42.0,55161.430531763835
1913887,"{'emails': 2, 'calls': 2}",42.0,55139.842391296086
472512,"{'emails': 2, 'calls': 2}",42.0,41104.67637220465
69720,"{'emails': 2, 'calls': 2}",42.0,47947.672098071285
393868,"{'emails': 2, 'calls': 2}",42.0,54844.32575872248
838172,"{'emails': 2, 'calls': 2}",42.0,47793.18741595143
1714976,"{'emails': 2, 'calls': 2}",42.0,40829.75587740243
264770,"{'emails': 2, 'calls': 2}",42.0,54715.58407000771
791126,"{'emails': 2, 'calls': 2}",42.0,40774.38302350543
2142011,"{'emails': 2, 'calls': 2}",42.0,47664.02661488544
258317,"{'emails': 2, 'calls': 2}",42.0,47536.57199417551
688777,"{'emails': 2, 'calls': 2}",42.0,40619.23178806561
1064574,"{'emails': 2, 'calls': 2}",42.0,47457.97413147877
1255333,"{'emails': 2, 'calls': 2}",42.0,54265.338840794575
1572986,"{'emails': 2, 'calls': 2}",42.0,47373.39796445156
347733,"{'emails': 2, 'calls': 2}",42.0,54249.1701592084
1057218,"{'emails': 2, 'calls': 2}",42.0,54221.34549389903
432972,"{'emails': 2, 'calls': 2}",42.0,54180.940369614356
1824832,"{'emails': 2, 'calls': 2}",42.0,47226.97518504961
1665874,"{'emails': 2, 'calls': 2}",42.0,40315.08962086023
1255733,"{'emails': 2, 'calls': 2}",42.0,47149.801698314564
1933434,"{'emails': 2, 'calls': 2}",42.0,54007.4083155706
1575569,"{'emails': 2, 'calls': 2}",42.0,40263.04037327494
275785,"{'emails': 2, 'calls': 2}",42.0,47110.39853305028
1929913,"{'emails': 2, 'calls': 2}",42.0,40191.187718036424
836754,"{'emails': 2, 'calls': 2}",42.0,47008.70867420947
1375758,"{'emails': 2, 'calls': 2}",42.0,53653.35730045006
84365,"{'emails': 2, 'calls': 2}",42.0,46769.94700887969
1336351,"{'emails': 2, 'calls': 2}",42.0,53544.6402729322
1566106,"{'emails': 2, 'calls': 2}",42.0,39895.71565336453
1541548,"{'emails': 2, 'calls': 2}",42.0,46662.107673022314
124349,"{'emails': 2, 'calls': 2}",42.0,53426.74610722881
1913186,"{'emails': 2, 'calls': 2}",42.0,53425.57345327294
120273,"{'emails': 2, 'calls': 2}",42.0,39835.52042579463
1162413,"{'emails': 2, 'calls': 2}",42.0,53385.07749783218
270017,"{'emails': 2, 'calls': 2}",42.0,39770.94600391819
1074263,"{'emails': 2, 'calls': 2}",42.0,53307.650642638255
254563,"{'emails': 2, 'calls': 2}",42.0,39756.120602013325
1323893,"{'emails': 2, 'calls': 2}",42.0,53268.14005482159
1816402,"{'emails': 2, 'calls': 2}",42.0,46441.14292374412
2065373,"{'emails': 2, 'calls': 2}",42.0,39680.4361249006
2256331,"{'emails': 2, 'calls': 2}",42.0,46383.18407960607
672776,"{'emails': 2, 'calls': 2}",42.0,53101.40039278238
804156,"{'emails': 2, 'calls': 2}",42.0,46289.172766586125
113177,"{'emails': 2, 'calls': 2}",42.0,52978.21180244462
1286854,"{'emails': 2, 'calls': 2}",42.0,46206.29816466071
1858212,"{'emails': 2, 'calls': 2}",42.0,52918.17914826702
242501,"{'emails': 2, 'calls': 2}",42.0,46189.234006522
2126953,"{'emails': 2, 'calls': 2}",42.0,52782.766373575476
1330235,"{'emails': 2, 'calls': 2}",42.0,52683.999003807534
1173820,"{'emails': 2, 'calls': 2}",42.0,45920.005810338276
508501,"{'emails': 2, 'calls': 2}",42.0,45912.033195232216
284343,"{'emails': 2, 'calls': 2}",42.0,39165.6685208303
476807,"{'emails': 2, 'calls': 2}",42.0,45808.02750976545
59282,"{'emails': 2, 'calls': 2}",42.0,52450.66341111566
589035,"{'emails': 2, 'calls': 2}",42.0,45759.68582128928
1605331,"{'emails': 2, 'calls': 2}",42.0,38957.059940481966
669927,"{'emails': 2, 'calls': 2}",42.0,45554.42000011719
1754265,"{'emails': 2, 'calls': 2}",42.0,38894.55549333856
606445,"{'emails': 2, 'calls': 2}",42.0,52010.77351554596
2221508,"{'emails': 2, 'calls': 2}",42.0,38781.75362731143
1838408,"{'emails': 2, 'calls': 2}",42.0,38774.957839413124
635328,"{'emails': 2, 'calls': 2}",42.0,38751.36898334447
2182223,"{'emails': 2, 'calls': 2}",42.0,45278.41575003693
1878244,"{'emails': 2, 'calls': 2}",42.0,45239.72783167818
287031,"{'emails': 2, 'calls': 2}",42.0,45220.46263190005
1399812,"{'emails': 2, 'calls': 2}",42.0,45201.02819182225
2250586,"{'emails': 2, 'calls': 2}",42.0,38605.329011507594
996794,"{'emails': 2, 'calls': 2}",42.0,51746.08498892954
2032534,"{'emails': 2, 'calls': 2}",42.0,38592.09309410331
1710016,"{'emails': 2, 'calls': 2}",42.0,38588.906529780055
542924,"{'emails': 2, 'calls': 2}",42.0,51716.075971425525
1955141,"{'emails': 2, 'calls': 2}",42.0,38579.20038110912
527348,"{'emails': 2, 'calls': 2}",42.0,51706.778766797026
1292183,"{'emails': 2, 'calls': 2}",42.0,51643.02403613383
1472383,"{'emails': 2, 'calls': 2}",42.0,51635.130970508544
942415,"{'emails': 2, 'calls': 2}",42.0,38511.770900457246
808292,"{'emails': 2, 'calls': 2}",42.0,38492.77188449599
1086503,"{'emails': 2, 'calls': 2}",42.0,38467.73430502564
368527,"{'emails': 2, 'calls': 2}",42.0,38425.72021213689
1723362,"{'emails': 2, 'calls': 2}",42.0,51356.24648784926
665522,"{'emails': 2, 'calls': 2}",42.0,38299.43395494247
1992415,"{'emails': 2, 'calls': 2}",42.0,51281.97114009321
1005196,"{'emails': 2, 'calls': 2}",42.0,38220.34285144301
218905,"{'emails': 2, 'calls': 2}",42.0,38217.97208515102
647292,"{'emails': 2, 'calls': 2}",42.0,44693.32698828995
1275836,"{'emails': 2, 'calls': 2}",42.0,50981.066906492975
623096,"{'emails': 2, 'calls': 2}",42.0,37971.89684063788
625780,"{'emails': 2, 'calls': 2}",42.0,44382.97212203508
373049,"{'emails': 2, 'calls': 2}",42.0,50797.09337008171
735831,"{'emails': 2, 'calls': 2}",42.0,44286.70029781782
388586,"{'emails': 2, 'calls': 2}",42.0,37838.72615577993
967012,"{'emails': 2, 'calls': 2}",42.0,37722.56681135933
1873103,"{'emails': 2, 'calls': 2}",42.0,44137.337154958026
2128397,"{'emails': 2, 'calls': 2}",42.0,37660.122647010954
45773,"{'emails': 2, 'calls': 2}",42.0,50406.051823197195
2022081,"{'emails': 2, 'calls': 2}",42.0,50325.83225348975
1562125,"{'emails': 2, 'calls': 2}",42.0,50241.40456942729
1022370,"{'emails': 2, 'calls': 2}",42.0,50229.295377064744
2089579,"{'emails': 2, 'calls': 2}",42.0,43839.77157736383
117098,"{'emails': 2, 'calls': 2}",42.0,50171.08781765765
474373,"{'emails': 2, 'calls': 2}",42.0,50151.4401746255
331825,"{'emails': 2, 'calls': 2}",42.0,50149.78307039375
2173561,"{'emails': 2, 'calls': 2}",42.0,50148.51135561198
969778,"{'emails': 2, 'calls': 2}",42.0,43739.645325678626
413168,"{'emails': 2, 'calls': 2}",42.0,43687.378682234164
1921040,"{'emails': 2, 'calls': 2}",42.0,37298.81535753382
285400,"{'emails': 2, 'calls': 2}",42.0,43624.71976421451
36319,"{'emails': 2, 'calls': 2}",42.0,43623.129790038394
161977,"{'emails': 2, 'calls': 2}",42.0,37265.62677134818
20240,"{'emails': 2, 'calls': 2}",42.0,37257.56516170216
625545,"{'emails': 2, 'calls': 2}",42.0,49935.05412123482
1540443,"{'emails': 2, 'calls': 2}",42.0,43567.07534552283
1839598,"{'emails': 2, 'calls': 2}",42.0,37199.3346769909
1894490,"{'emails': 2, 'calls': 2}",42.0,43504.91475287994
681753,"{'emails': 2, 'calls': 2}",42.0,49751.95894072785
1715942,"{'emails': 2, 'calls': 2}",42.0,49618.04207832419
749713,"{'emails': 2, 'calls': 2}",42.0,36858.45621593877
1886274,"{'emails': 2, 'calls': 2}",42.0,49392.05233343865
37298,"{'emails': 2, 'calls': 2}",42.0,49342.21767603938
734809,"{'emails': 2, 'calls': 2}",42.0,36793.68753008179
1899604,"{'emails': 2, 'calls': 2}",42.0,42989.34430787554
1278679,"{'emails': 2, 'calls': 2}",42.0,49228.74003844936
1957799,"{'emails': 2, 'calls': 2}",42.0,36708.17190543546
1602946,"{'emails': 2, 'calls': 2}",42.0,49180.67131739982
1686478,"{'emails': 2, 'calls': 2}",42.0,36606.13648987619
86499,"{'emails': 2, 'calls': 2}",42.0,49027.00484967248
1192884,"{'emails': 2, 'calls': 2}",42.0,42800.47425744661
141736,"{'emails': 2, 'calls': 2}",42.0,48858.51341391439
19006,"{'emails': 2, 'calls': 2}",42.0,48794.76994907696
1744670,"{'emails': 2, 'calls': 2}",42.0,48679.49079938225
1416929,"{'emails': 2, 'calls': 2}",42.0,42467.60854541292
696515,"{'emails': 2, 'calls': 2}",42.0,48625.72290580744
312446,"{'emails': 2, 'calls': 2}",42.0,48578.06464286306
1427960,"{'emails': 2, 'calls': 2}",42.0,48537.31247885726
346874,"{'emails': 2, 'calls': 2}",42.0,42357.42098467474
1890528,"{'emails': 2, 'calls': 2}",42.0,42338.860541983646
297446,"{'emails': 2, 'calls': 2}",42.0,42229.323318253
758269,"{'emails': 2, 'calls': 2}",42.0,36086.458523489564
2131888,"{'emails': 2, 'calls': 2}",42.0,36083.98743745412
2189190,"{'emails': 2, 'calls': 2}",42.0,42205.48864899186
191381,"{'emails': 2, 'calls': 2}",42.0,36065.04917650211
392667,"{'emails': 2, 'calls': 2}",42.0,36019.43984727574
1770644,"{'emails': 2, 'calls': 2}",42.0,35998.175381335735
1949846,"{'emails': 2, 'calls': 2}",42.0,35981.31265070474
1200357,"{'emails': 2, 'calls': 2}",42.0,48088.354657943855
935515,"{'emails': 2, 'calls': 2}",42.0,48049.52513907533
537935,"{'emails': 2, 'calls': 2}",42.0,35837.31745238265
1294746,"{'emails': 2, 'calls': 2}",42.0,41919.58072540274
1518658,"{'emails': 2, 'calls': 2}",42.0,35777.80722665723
944287,"{'emails': 2, 'calls': 2}",42.0,41762.720613759295
813191,"{'emails': 2, 'calls': 2}",42.0,47822.24475488605
890252,"{'emails': 2, 'calls': 2}",42.0,47783.83283398047
2020376,"{'emails': 2, 'calls': 2}",42.0,47769.73322603191
2247577,"{'emails': 2, 'calls': 2}",42.0,47749.953848655525
539483,"{'emails': 2, 'calls': 2}",42.0,41679.64162393731
611953,"{'emails': 2, 'calls': 2}",42.0,41546.24891632122
1605783,"{'emails': 2, 'calls': 2}",42.0,41545.07636818968
915641,"{'emails': 2, 'calls': 2}",42.0,41466.74387279637
1886773,"{'emails': 2, 'calls': 2}",42.0,47398.4084106488
2147350,"{'emails': 2, 'calls': 2}",42.0,47395.22847202083
1015520,"{'emails': 2, 'calls': 2}",42.0,35338.081961311516
1435280,"{'emails': 2, 'calls': 2}",42.0,47336.06090180829
286249,"{'emails': 2, 'calls': 2}",42.0,35288.006291578786
1081914,"{'emails': 2, 'calls': 2}",42.0,41246.752498593945
826261,"{'emails': 2, 'calls': 2}",42.0,41246.404526885584
663154,"{'emails': 2, 'calls': 2}",42.0,41220.99044659577
1133418,"{'emails': 2, 'calls': 2}",42.0,47197.75706470486
1124243,"{'emails': 2, 'calls': 2}",42.0,35169.65098992403
2121463,"{'emails': 2, 'calls': 2}",42.0,35155.68711573654
1094895,"{'emails': 2, 'calls': 2}",42.0,41109.246711589265
990171,"{'emails': 2, 'calls': 2}",42.0,35048.246289654264
1554575,"{'emails': 2, 'calls': 2}",42.0,40974.25252776016
390895,"{'emails': 2, 'calls': 2}",42.0,40971.760445818014
16630,"{'emails': 2, 'calls': 2}",42.0,40966.947783674936
407858,"{'emails': 2, 'calls': 2}",42.0,34978.00025142152
1399590,"{'emails': 2, 'calls': 2}",42.0,46880.69498429837
1736352,"{'emails': 2, 'calls': 2}",42.0,34933.50210410485
2005735,"{'emails': 2, 'calls': 2}",42.0,34873.70850252163
418450,"{'emails': 2, 'calls': 2}",42.0,40780.45267716063
328035,"{'emails': 2, 'calls': 2}",42.0,40779.12169198514
305386,"{'emails': 2, 'calls': 2}",42.0,34773.17370035312
1394239,"{'emails': 2, 'calls': 2}",42.0,46575.886438638016
1364727,"{'emails': 2, 'calls': 2}",42.0,46517.96645784664
1140655,"{'emails': 2, 'calls': 2}",42.0,46469.93551393497
1940818,"{'emails': 2, 'calls': 2}",42.0,40462.365535782425
1148306,"{'emails': 2, 'calls': 2}",42.0,34569.00824367195
761727,"{'emails': 2, 'calls': 2}",42.0,46320.7980754165
1942300,"{'emails': 2, 'calls': 2}",42.0,40404.33714618998
805583,"{'emails': 2, 'calls': 2}",42.0,40381.44262770961
274652,"{'emails': 2, 'calls': 2}",42.0,34484.75331298218
2173395,"{'emails': 2, 'calls': 2}",42.0,34452.455866845594
732030,"{'emails': 2, 'calls': 2}",42.0,46115.07766534107
1824460,"{'emails': 2, 'calls': 2}",42.0,34389.9126038878
1373528,"{'emails': 2, 'calls': 2}",42.0,34375.88182908774
1746803,"{'emails': 2, 'calls': 2}",42.0,40180.81309062854
638795,"{'emails': 2, 'calls': 2}",42.0,34323.990852229756
1009395,"{'emails': 2, 'calls': 2}",42.0,46000.96159916061
1475340,"{'emails': 2, 'calls': 2}",42.0,34294.289374636945
489052,"{'emails': 2, 'calls': 2}",42.0,34268.05357394268
12251,"{'emails': 2, 'calls': 2}",42.0,34156.25987187847
2093767,"{'emails': 2, 'calls': 2}",42.0,39906.49228624454
1855199,"{'emails': 2, 'calls': 2}",42.0,45657.58343020938
928567,"{'emails': 2, 'calls': 2}",42.0,39846.199401296835
1089966,"{'emails': 2, 'calls': 2}",42.0,45639.968973930845
1520596,"{'emails': 2, 'calls': 2}",42.0,39817.24496685557
1744230,"{'emails': 2, 'calls': 2}",42.0,34014.93953872764
1389827,"{'emails': 2, 'calls': 2}",42.0,34011.76843961926
1833069,"{'emails': 2, 'calls': 2}",42.0,34010.99353994467
